STUID,GENDER,ETHNICITY,CITY,DISTRICT,FEEDER,PROGRAMSTART,CODE,PROGRAM,DEGREEID,DEGREE,PROGRAMSTATUS,GRADDATE,PROGRAMEND,ENROLLEDSEMESTER
12594,F,Mestizo,,BELIZE,ST. CATHERINE ACADEMY,8/15/2011,AINT,Information Technology,11,Associate Degree,Dropped,,,2011-1
12604,F,East Indian,BELIZE CITY,BELIZE,UNIVERSITY OF BELIZE,8/13/2012,AINT,Information Technology,11,Associate Degree,Transferred,,,2012-1
12617,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2011,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,12/4/2017,2012-2
12656,M,Mestizo,SAN IGNACIO,CAYO,UNIVERSITY OF BELIZE,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,2/11/2017,5/16/2016,2000-1
12706,M,Mestizo,CAYO,BELIZE,SACRED HEART COLLEGE,1/16/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/11/2016,12/7/2015,2011-2
12729,M,Other,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,8/13/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/14/2014,5/19/2014,2012-2
12753,M,Creole,CITY OF BELMOPAN,CAYO,UNIVERSITY OF BELIZE,8/13/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-2
12793,M,Creole,CAYO,BELIZE,ADULT & CONTINUING EDUCATION,8/19/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
12797,M,Creole,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2020-1
12829,M,Creole,BELIZE CITY,BELIZE,ADULT & CONTINUING EDUCATION,8/9/2012,AINT,Information Technology,11,Associate Degree,Dropped,,,2012-1
12847,M,Creole,STANN CREEK,BELIZE,UNIVERSITY OF BELIZE,8/19/2013,AINT,Information Technology,11,Associate Degree,Graduated,2/6/2016,5/18/2015,2013-1
12859,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,MUFFLES JUNIOR COLLEGE,5/27/2011,AINT,Information Technology,11,Associate Degree,Transferred,,,2011-1
12868,M,Creole,CAYO,BELIZE,BELIZE ADVENTIST JUNIOR COLLEGE,5/27/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
12872,M,Creole,STANN CREEK,BELIZE,STANN CREEK ECUMENICAL JR. COLLEGE,8/15/2011,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2013,5/13/2013,2000-1
12896,M,Creole,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,5/27/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-2
12909,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
12930,M,Mestizo,SANTA ELENA TOWN,CAYO,SACRED HEART COLLEGE,5/27/2011,AINT,Information Technology,11,Associate Degree,Dropped,,,2011-1
12948,M,Mestizo,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,5/27/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
12953,M,Creole,CAYO,BELIZE,SACRED HEART COLLEGE,5/27/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
12958,M,Creole,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,5/27/2011,AINT,Information Technology,11,Associate Degree,Dropped,,,2011-1
12980,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/16/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
12997,M,Mayan,,BELIZE,BELMOPAN BAPTIST ACE,5/27/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
13000,M,Mayan,BELIZE CITY,BELIZE,INDEPENDENCE HIGH SCHOOL,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,12/12/2016,2015-2
13028,M,Creole,BELIZE CITY,BELIZE,*WESLEY COLLEGE,5/27/2011,AINT,Information Technology,11,Associate Degree,Dropped,,,2011-2
13065,M,Garifuna,STANN CREEK,BELIZE,NULL,8/15/2011,AINT,Information Technology,11,Associate Degree,Dropped,,,2011-1
13072,F,Mestizo,BELMOPAN,CAYO,ST. CATHERINE ACADEMY,5/27/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
13083,M,Mestizo,CAYO,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,5/27/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
13102,M,Creole,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE,5/27/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
13110,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,5/27/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
13113,M,Oriental,CAYO,BELIZE,SACRED HEART COLLEGE,5/27/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
13140,M,Mestizo,CAYO,BELIZE,SACRED HEART COLLEGE,8/15/2011,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2013,6/13/2013,2012-1
13165,F,Creole,-,BELIZE,SACRED HEART COLLEGE,5/27/2011,AINT,Information Technology,11,Associate Degree,Dropped,,,2011-3
13181,F,Creole,BELIZE CITY,BELIZE,*WESLEY COLLEGE,8/15/2011,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2013,5/13/2013,2011-1
13206,M,Mestizo,-,BELIZE,UNIVERSITY OF BELIZE,1/16/2012,AINT,Information Technology,11,Associate Degree,Graduated,2/7/2015,5/19/2014,2012-1
13231,M,Creole,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,5/30/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
13237,M,Creole,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,5/30/2011,AINT,Information Technology,11,Associate Degree,Transferred,,,2011-1
13259,F,Mestizo,,BELIZE,SAN PEDRO HIGH SCHOOL,8/15/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
13284,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/15/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
13298,F,Creole,BELIZE CITY,BELIZE,*WESLEY COLLEGE,5/30/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
13302,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART COLLEGE,5/30/2011,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2011-1
13334,M,Mestizo,-,BELIZE,SACRED HEART COLLEGE,5/30/2011,AINT,Information Technology,11,Associate Degree,Graduated,6/14/2014,5/19/2014,2011-1
13369,M,Garifuna,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE,5/30/2011,AINT,Information Technology,11,Associate Degree,Dropped,,,2012-1
13380,M,Mayan,SAN ANTONIO VILLAGE,CAYO,SACRED HEART COLLEGE,5/30/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
13388,M,Creole,CAYO,CAYO,ADULT & CONTINUING EDUCATION,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
13392,M,Mestizo,COROZAL TOWN,COROZAL,NULL,1/18/2012,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
13410,M,Garifuna,TOLEDO,BELIZE,TOLEDO COMMUNITY COLLEGE,8/15/2011,AINT,Information Technology,11,Associate Degree,Graduated,6/13/2015,5/18/2015,2011-1
13440,M,Creole,,BELIZE,UNIVERSITY OF BELIZE,1/16/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-2
13444,M,Mestizo,,BELIZE,SAN PEDRO HIGH SCHOOL,8/15/2011,AINT,Information Technology,11,Associate Degree,Terminated,,,2011-1
13461,M,Other,BELMOPAN CITY,CAYO,BELIZE TEACHERS' COLLEGE,12/1/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
13466,F,East Indian,BELIZE CITY,BELIZE,*WESLEY COLLEGE,5/30/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
13471,M,Mestizo,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE,5/30/2011,AINT,Information Technology,11,Associate Degree,Dropped,,,2011-1
13475,F,Mestizo,-,BELIZE,UNIVERSITY OF BELIZE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
13520,F,Creole,CAYO,BELIZE,NULL,1/14/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
13547,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/14/2013,AINT,Information Technology,11,Associate Degree,Graduated,6/24/2017,5/15/2017,2000-1
13569,M,Garifuna,BELMOPAN CITY,CAYO,ADULT & CONTINUING EDUCATION,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2014-1
13572,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART COLLEGE,6/1/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
13578,M,Creole,BELMOPAN CITY,CAYO,NAZARENE HIGH SCHOOL,8/13/2012,AINT,Information Technology,11,Associate Degree,Graduated,2/11/2017,5/16/2016,2012-1
13612,M,Mestizo,BELMOPAN CITY,CAYO,SACRED HEART COLLEGE,6/1/2012,AINT,Information Technology,11,Associate Degree,Dropped,,,2012-1
13627,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,5/27/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
13642,M,Creole,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,8/19/2013,AINT,Information Technology,11,Associate Degree,In Process,,,2013-1
13685,M,Garifuna,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/16/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/13/2015,5/18/2015,2012-3
13712,M,Creole,BELIZE CITY,BELIZE,ADULT & CONTINUING EDUCATION,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
13718,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
13721,M,Mestizo,SAN PEDRO AMBERGRIS CAYE,BELIZE,SAN PEDRO JUNIOR COLLEGE,5/27/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
13727,F,Mestizo,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,5/29/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
13757,M,Mestizo,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,5/29/2012,AINT,Information Technology,11,Associate Degree,Transferred,,,2000-1
13769,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,5/29/2012,AINT,Information Technology,11,Associate Degree,Dropped,,,2012-1
13778,F,Mestizo,BELIZE CITY,BELIZE,ST. CATHERINE ACADEMY,8/13/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
13804,M,Mestizo,SANTA FAMILIA VILLAGE,CAYO,MOPAN TECHNICAL HIGH SCHOOL,5/29/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
13813,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/16/2012,AINT,Information Technology,11,Associate Degree,Dropped,,,2012-1
13822,M,Mestizo,SAN IGNACIO,CAYO,SACRED HEART JUNIOR COLLEGE,5/29/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-3
13826,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/13/2015,5/18/2015,2012-1
13853,F,Mestizo,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,5/29/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
13868,M,Mestizo,GUINEA GRASS VILLAGE,ORANGE WALK,ORANGE WALK TECHNICAL,5/29/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/11/2016,5/16/2016,2013-1
13898,M,Oriental,SAN IGNACIO,CAYO,SACRED HEART JUNIOR COLLEGE,8/13/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/14/2014,5/19/2014,2012-1
13923,M,Creole,COROZAL TOWN,COROZAL,COROZAL COMMUNITY COLLEGE,8/13/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/11/2016,5/16/2016,2012-1
13961,F,Mestizo,,STANN CREEK,NEW SCHOOL,5/29/2012,AINT,Information Technology,11,Associate Degree,Dropped,,,2012-2
13973,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,5/29/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/16/2016,2013-2
14001,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,12/4/2017,2012-1
14043,M,Garifuna,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,5/30/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
14069,M,Garifuna,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL JR. COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,terminated,,,2015-2
14085,M,Garifuna,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/13/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/11/2016,5/16/2016,2012-1
14117,M,Creole,,CAYO,UNIVERSITY OF BELIZE,1/14/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-2
14120,F,Mestizo,ORANGE WALK TOWN,ORANGE WALK,NEW HOPE HIGH SCHOOL,5/31/2012,AINT,Information Technology,11,Associate Degree,Dropped,,,2012-1
14123,F,Mestizo,ONTARIO VILLAGE,CAYO,CAYO CHRISTIAN ACADEMY,5/31/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
14129,F,Creole,BELIZE CITY,BELIZE,*WESLEY COLLEGE,8/13/2012,AINT,Information Technology,11,Associate Degree,Graduated,2/7/2015,7/25/2014,2012-1
14154,M,Mayan,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,5/31/2012,AINT,Information Technology,11,Associate Degree,Dropped,,,2012-1
14159,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,5/31/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
14185,M,Mestizo,TRIAL FARM,ORANGE WALK,ORANGE WALK TECHNICAL,8/13/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/13/2015,5/18/2015,2012-1
14213,M,Creole,BELMOPAN,CAYO,STANN CREEK ECUMENICAL HIGH SC,8/13/2012,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,12/9/2020,2012-1
14244,M,Oriental,SAN IGNACIO TOWN,CAYO,SACRED HEART COLLEGE,5/31/2012,AINT,Information Technology,11,Associate Degree,Transferred,,,2012-1
14263,M,Mestizo,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,5/31/2012,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
14267,M,Mestizo,-,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,5/31/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
14279,M,Mestizo,SANTA ELENA,CAYO,SACRED HEART JUNIOR COLLEGE,5/31/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/11/2016,12/7/2015,2000-1
14310,M,Mestizo,SAN IGNACIO TOWN,CAYO,SACRED HEART JUNIOR COLLEGE,5/31/2012,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
14327,M,Mayan,CAYO,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Graduated,6/11/2016,5/16/2016,2013-1
14355,M,Creole,-,BELIZE,UNIVERSITY OF BELIZE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
14359,M,East Indian,LADYVILLE,BELIZE,CANAAN SDA HIGH SCHOOL,1/20/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
14364,M,Creole,BELIZE CITY,BELIZE,ADULT & CONTINUING EDUCATION,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,2/11/2017,12/12/2016,2000-1
14392,M,Creole,-,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
14394,M,Creole,,BELIZE,EDWARD P. YORKE,8/13/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-1
14404,F,Garifuna,STANN CREEK DISTRICT,STANN CREEK,NEW SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
14409,M,Mestizo,BELIZE CITY,BELIZE,UNIVERSITY OF BELIZE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
14422,M,Mayan,STANN CREEK DISTRICT,STANN CREEK,UNIVERSITY OF BELIZE,8/19/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-1
14434,M,Creole,BELMOPAN CITY,CAYO,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Graduated,2/11/2017,5/16/2016,2000-1
14457,M,Creole,CAYO,BELIZE,SACRED HEART COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-2
14465,F,Creole,CAYO,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
14470,F,Creole,CAYO,BELIZE,BELIZE CHRISTIAN ACADEMY,8/19/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
14476,M,Mayan,-,CAYO,SACRED HEART COLLEGE,8/18/2014,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,7/28/2017,2016-1
14506,F,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/15/2013,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2013-1
14551,M,Mestizo,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
14559,M,Oriental,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2000-1
14581,F,Creole,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-1
14589,F,Creole,CAYO,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
14595,M,Mestizo,CAYO,BELIZE,MOPAN TECHNICAL HIGH SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
14601,F,Mestizo,BELIZE CITY,BELIZE,PALLOTTI HIGH SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
14604,M,Mayan,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
14621,M,Mestizo,TOLEDO   DISTRICT,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2014-2
14629,F,Mestizo,SANTA ELENA,BELIZE,SACRED HEART COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Graduated,2/11/2017,12/12/2016,2014-1
14655,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,12/4/2017,2013-2
14681,F,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,5/12/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-1
14693,M,Mestizo,BELMOPAN CITY,CAYO,BELIZE ADVENTIST COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
14703,M,Mayan,SAN MIGUEL VILLAGE,TOLEDO,ADULT & CONTINUING EDUCATION,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
14713,M,Garifuna,BELMOPAN CITY,CAYO,BELIZE CHRISTIAN ACADEMY,8/12/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
14717,M,Mestizo,STANN CREEK,BELIZE,INDEPENDENCE HIGH SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-1
14733,M,Mestizo,CAYO,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
14741,M,Creole,CAYO,BELIZE,BELIZE CHRISTIAN ACADEMY,8/12/2013,AINT,Information Technology,11,Associate Degree,Graduated,2/6/2016,12/7/2015,2013-1
14766,M,East Indian,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/12/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
14772,F,Mestizo,BELMOPAN CITY,CAYO,BELIZE CHRISTIAN ACADEMY,8/12/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
14778,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,ST. JOHN'S COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-2
14801,M,Mestizo,CAYO,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,8/19/2013,AINT,Information Technology,11,Associate Degree,Graduated,6/13/2015,5/18/2015,2013-1
14826,F,Oriental,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-1
14835,M,Mayan,TOLEDO   DISTRICT,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
14841,M,Mayan,BELIZE CITY,BELIZE,SACRED HEART COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
14846,M,Mestizo,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Graduated,6/11/2016,5/16/2016,2013-2
14873,M,Creole,SAN IGNACIO,CAYO,ST. IGNATIUS HIGH SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
14881,M,Creole,BELIZE,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
14885,F,Mestizo,SAN IGNACIO,CAYO,EDEN SDA HIGH,8/12/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2015-1
14897,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/19/2013,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,7/22/2016,2013-1
14922,F,Mestizo,ORANGE WALK TOWN,ORANGE WALK,NEW HOPE HIGH SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
14928,M,Mestizo,ORANGE WALK,BELIZE,NEW HOPE HIGH SCHOOL,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
14932,F,Mestizo,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/12/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-1
14939,M,Creole,CAYO,BELIZE,CAYO CHRISTIAN ACADEMY,8/12/2013,AINT,Information Technology,11,Associate Degree,Graduated,2/6/2016,5/18/2015,2013-1
14964,M,Creole,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
14978,F,Garifuna,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-2
14982,M,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
14997,M,Garifuna,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
15005,M,Creole,BELIZE CITY,BELIZE,UNIVERSITY OF BELIZE,1/20/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-2
15014,F,Mestizo,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
15018,F,Creole,BELIZE CITY,BELIZE,UNIVERSITY OF BELIZE,8/18/2014,AINT,Information Technology,11,Associate Degree,Terminated,,,2014-1
15025,F,Garifuna,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL JR. COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
15032,F,Creole,LADYVILLE VILLAGE,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
15051,M,Mestizo,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Dropped,,,2013-1
15056,M,Mestizo,-,CAYO,SACRED HEART JUNIOR COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15069,M,Garifuna,HOPKINS VILLAGE,STANN CREEK,STANN CREEK ECUMENICAL JR. COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
15072,M,Creole,-,BELIZE CITY,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
15083,M,Garifuna,DANGRIGA TOWN,STANN CREEK,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
